# output/volt_dump.csv run at 2018-03-01 00:00:00 PST on 578 nodes
node_name,voltA_real,voltA_imag,voltB_real,voltB_imag,voltC_real,voltC_imag
load_107,0.000000,0.000000,-1215.828844,-2070.927565,0.000000,0.000000
load_109,2505.913552,-30.944138,0.000000,0.000000,0.000000,0.000000
load_111,2504.889759,-31.716272,0.000000,0.000000,0.000000,0.000000
load_112,2504.926574,-31.688270,0.000000,0.000000,0.000000,0.000000
load_113,2504.148981,-32.274060,0.000000,0.000000,0.000000,0.000000
load_114,2503.988592,-32.394980,0.000000,0.000000,0.000000,0.000000
cap_83,2507.828600,-29.754233,-1215.637782,-2070.800786,-1199.989616,2142.390153
cap_88,2506.746112,-29.350300,0.000000,0.000000,0.000000,0.000000
cap_90,0.000000,0.000000,-1217.315361,-2068.481963,0.000000,0.000000
cap_92,0.000000,0.000000,0.000000,0.000000,-1201.502425,2143.004738
node_251,2401.777120,0.000000,-1200.888560,-2080.000000,-1200.888560,2080.000000
node_350,2401.777120,0.000000,-1200.888560,-2080.000000,-1200.888560,2080.000000
node_451,2401.777120,0.000000,-1200.888560,-2080.000000,-1200.888560,2080.000000
node_195,2401.777120,0.000000,-1200.888560,-2080.000000,-1200.888560,2080.000000
node_1A,119.945018,-0.300315,119.949850,-0.295142,0.000000,0.000000
meter_1,119.945018,-0.300315,119.949850,-0.295142,0.000000,0.000000
meter_2,119.945018,-0.300315,119.949850,-0.295142,0.000000,0.000000
meter_3,119.945018,-0.300315,119.949850,-0.295142,0.000000,0.000000
meter_4,119.945018,-0.300315,119.949850,-0.295142,0.000000,0.000000
node_2B,-60.070759,-103.666101,-60.069722,-103.669479,0.000000,0.000000
meter_5,-60.070759,-103.666101,-60.069722,-103.669479,0.000000,0.000000
meter_6,-60.070759,-103.666101,-60.069722,-103.669479,0.000000,0.000000
node_4C,-59.406726,103.942754,-59.413601,103.944349,0.000000,0.000000
meter_7,-59.406726,103.942754,-59.413601,103.944349,0.000000,0.000000
meter_8,-59.406726,103.942754,-59.413601,103.944349,0.000000,0.000000
meter_9,-59.406726,103.942754,-59.413601,103.944349,0.000000,0.000000
meter_10,-59.406726,103.942754,-59.413601,103.944349,0.000000,0.000000
node_5C,-59.492783,103.939072,-59.496223,103.939868,0.000000,0.000000
meter_11,-59.492783,103.939072,-59.496223,103.939868,0.000000,0.000000
meter_12,-59.492783,103.939072,-59.496223,103.939868,0.000000,0.000000
node_6C,-59.375119,103.929715,-59.381992,103.931309,0.000000,0.000000
meter_13,-59.375119,103.929715,-59.381992,103.931309,0.000000,0.000000
meter_14,-59.375119,103.929715,-59.381992,103.931309,0.000000,0.000000
meter_15,-59.375119,103.929715,-59.381992,103.931309,0.000000,0.000000
meter_16,-59.375119,103.929715,-59.381992,103.931309,0.000000,0.000000
node_7A,120.007171,-0.298857,120.009590,-0.296269,0.000000,0.000000
meter_17,120.007171,-0.298857,120.009590,-0.296269,0.000000,0.000000
meter_18,120.007171,-0.298857,120.009590,-0.296269,0.000000,0.000000
node_9A,120.202053,-0.354720,120.206912,-0.349541,0.000000,0.000000
meter_19,120.202053,-0.354720,120.206912,-0.349541,0.000000,0.000000
meter_20,120.202053,-0.354720,120.206912,-0.349541,0.000000,0.000000
meter_21,120.202053,-0.354720,120.206912,-0.349541,0.000000,0.000000
meter_22,120.202053,-0.354720,120.206912,-0.349541,0.000000,0.000000
node_10A,119.978708,-0.092474,119.981121,-0.089883,0.000000,0.000000
meter_23,119.978708,-0.092474,119.981121,-0.089883,0.000000,0.000000
meter_24,119.978708,-0.092474,119.981121,-0.089883,0.000000,0.000000
node_11A,119.918404,-0.184914,119.923228,-0.179737,0.000000,0.000000
meter_25,119.918404,-0.184914,119.923228,-0.179737,0.000000,0.000000
meter_26,119.918404,-0.184914,119.923228,-0.179737,0.000000,0.000000
meter_27,119.918404,-0.184914,119.923228,-0.179737,0.000000,0.000000
meter_28,119.918404,-0.184914,119.923228,-0.179737,0.000000,0.000000
node_12B,-60.083600,-103.421146,-60.082564,-103.424514,0.000000,0.000000
meter_29,-60.083600,-103.421146,-60.082564,-103.424514,0.000000,0.000000
meter_30,-60.083600,-103.421146,-60.082564,-103.424514,0.000000,0.000000
node_16C,-58.806971,103.923161,-58.813816,103.924764,0.000000,0.000000
meter_31,-58.806971,103.923161,-58.813816,103.924764,0.000000,0.000000
meter_32,-58.806971,103.923161,-58.813816,103.924764,0.000000,0.000000
meter_33,-58.806971,103.923161,-58.813816,103.924764,0.000000,0.000000
meter_34,-58.806971,103.923161,-58.813816,103.924764,0.000000,0.000000
node_17C,-58.921833,103.931787,-58.925259,103.932588,0.000000,0.000000
meter_35,-58.921833,103.931787,-58.925259,103.932588,0.000000,0.000000
meter_36,-58.921833,103.931787,-58.925259,103.932588,0.000000,0.000000
node_19A,119.646231,-0.925309,119.651060,-0.920170,0.000000,0.000000
meter_37,119.646231,-0.925309,119.651060,-0.920170,0.000000,0.000000
meter_38,119.646231,-0.925309,119.651060,-0.920170,0.000000,0.000000
meter_39,119.646231,-0.925309,119.651060,-0.920170,0.000000,0.000000
meter_40,119.646231,-0.925309,119.651060,-0.920170,0.000000,0.000000
node_20A,119.629797,-0.937865,119.634625,-0.932727,0.000000,0.000000
meter_41,119.629797,-0.937865,119.634625,-0.932727,0.000000,0.000000
meter_42,119.629797,-0.937865,119.634625,-0.932727,0.000000,0.000000
meter_43,119.629797,-0.937865,119.634625,-0.932727,0.000000,0.000000
meter_44,119.629797,-0.937865,119.634625,-0.932727,0.000000,0.000000
node_22B,-60.300241,-103.162529,-60.298186,-103.169260,0.000000,0.000000
meter_45,-60.300241,-103.162529,-60.298186,-103.169260,0.000000,0.000000
meter_46,-60.300241,-103.162529,-60.298186,-103.169260,0.000000,0.000000
meter_47,-60.300241,-103.162529,-60.298186,-103.169260,0.000000,0.000000
meter_48,-60.300241,-103.162529,-60.298186,-103.169260,0.000000,0.000000
node_24C,-58.643265,103.813692,-58.650095,103.815287,0.000000,0.000000
meter_49,-58.643265,103.813692,-58.650095,103.815287,0.000000,0.000000
meter_50,-58.643265,103.813692,-58.650095,103.815287,0.000000,0.000000
meter_51,-58.643265,103.813692,-58.650095,103.815287,0.000000,0.000000
meter_52,-58.643265,103.813692,-58.650095,103.815287,0.000000,0.000000
node_28A,119.652565,-0.992530,119.657398,-0.987394,0.000000,0.000000
meter_53,119.652565,-0.992530,119.657398,-0.987394,0.000000,0.000000
meter_54,119.652565,-0.992530,119.657398,-0.987394,0.000000,0.000000
meter_55,119.652565,-0.992530,119.657398,-0.987394,0.000000,0.000000
meter_56,119.652565,-0.992530,119.657398,-0.987394,0.000000,0.000000
node_29A,119.651716,-1.001893,119.656549,-0.996758,0.000000,0.000000
meter_57,119.651716,-1.001893,119.656549,-0.996758,0.000000,0.000000
meter_58,119.651716,-1.001893,119.656549,-0.996758,0.000000,0.000000
meter_59,119.651716,-1.001893,119.656549,-0.996758,0.000000,0.000000
meter_60,119.651716,-1.001893,119.656549,-0.996758,0.000000,0.000000
node_30C,-58.631916,103.801869,-58.638745,103.803464,0.000000,0.000000
meter_61,-58.631916,103.801869,-58.638745,103.803464,0.000000,0.000000
meter_62,-58.631916,103.801869,-58.638745,103.803464,0.000000,0.000000
meter_63,-58.631916,103.801869,-58.638745,103.803464,0.000000,0.000000
meter_64,-58.631916,103.801869,-58.638745,103.803464,0.000000,0.000000
node_31C,-58.370439,103.158457,-58.373828,103.159227,0.000000,0.000000
meter_65,-58.370439,103.158457,-58.373828,103.159227,0.000000,0.000000
meter_66,-58.370439,103.158457,-58.373828,103.159227,0.000000,0.000000
node_32C,-58.361580,103.154763,-58.364968,103.155533,0.000000,0.000000
meter_67,-58.361580,103.154763,-58.364968,103.155533,0.000000,0.000000
meter_68,-58.361580,103.154763,-58.364968,103.155533,0.000000,0.000000
node_33A,119.624122,-1.020090,119.628953,-1.014956,0.000000,0.000000
meter_69,119.624122,-1.020090,119.628953,-1.014956,0.000000,0.000000
meter_70,119.624122,-1.020090,119.628953,-1.014956,0.000000,0.000000
meter_71,119.624122,-1.020090,119.628953,-1.014956,0.000000,0.000000
meter_72,119.624122,-1.020090,119.628953,-1.014956,0.000000,0.000000
node_34C,-58.837839,103.936045,-58.844686,103.937648,0.000000,0.000000
meter_73,-58.837839,103.936045,-58.844686,103.937648,0.000000,0.000000
meter_74,-58.837839,103.936045,-58.844686,103.937648,0.000000,0.000000
meter_75,-58.837839,103.936045,-58.844686,103.937648,0.000000,0.000000
meter_76,-58.837839,103.936045,-58.844686,103.937648,0.000000,0.000000
node_35A,119.622212,-0.965962,119.627040,-0.960826,0.000000,0.000000
meter_77,119.622212,-0.965962,119.627040,-0.960826,0.000000,0.000000
meter_78,119.622212,-0.965962,119.627040,-0.960826,0.000000,0.000000
meter_79,119.622212,-0.965962,119.627040,-0.960826,0.000000,0.000000
meter_80,119.622212,-0.965962,119.627040,-0.960826,0.000000,0.000000
node_37A,119.589253,-0.991671,119.594080,-0.986537,0.000000,0.000000
meter_81,119.589253,-0.991671,119.594080,-0.986537,0.000000,0.000000
meter_82,119.589253,-0.991671,119.594080,-0.986537,0.000000,0.000000
meter_83,119.589253,-0.991671,119.594080,-0.986537,0.000000,0.000000
meter_84,119.589253,-0.991671,119.594080,-0.986537,0.000000,0.000000
node_38B,-60.297187,-103.208722,-60.296159,-103.212089,0.000000,0.000000
meter_85,-60.297187,-103.208722,-60.296159,-103.212089,0.000000,0.000000
meter_86,-60.297187,-103.208722,-60.296159,-103.212089,0.000000,0.000000
node_39B,-60.298547,-103.198471,-60.297519,-103.201838,0.000000,0.000000
meter_87,-60.298547,-103.198471,-60.297519,-103.201838,0.000000,0.000000
meter_88,-60.298547,-103.198471,-60.297519,-103.201838,0.000000,0.000000
node_41C,-58.765108,103.850512,-58.768527,103.851310,0.000000,0.000000
meter_89,-58.765108,103.850512,-58.768527,103.851310,0.000000,0.000000
meter_90,-58.765108,103.850512,-58.768527,103.851310,0.000000,0.000000
node_42A,119.628523,-0.928953,119.630936,-0.926384,0.000000,0.000000
meter_91,119.628523,-0.928953,119.630936,-0.926384,0.000000,0.000000
meter_92,119.628523,-0.928953,119.630936,-0.926384,0.000000,0.000000
node_43B,-60.364336,-103.067939,-60.362286,-103.074667,0.000000,0.000000
meter_93,-60.364336,-103.067939,-60.362286,-103.074667,0.000000,0.000000
meter_94,-60.364336,-103.067939,-60.362286,-103.074667,0.000000,0.000000
meter_95,-60.364336,-103.067939,-60.362286,-103.074667,0.000000,0.000000
meter_96,-60.364336,-103.067939,-60.362286,-103.074667,0.000000,0.000000
node_45A,119.602420,-0.956349,119.604833,-0.953781,0.000000,0.000000
meter_97,119.602420,-0.956349,119.604833,-0.953781,0.000000,0.000000
meter_98,119.602420,-0.956349,119.604833,-0.953781,0.000000,0.000000
node_46A,119.594839,-0.962143,119.597252,-0.959575,0.000000,0.000000
meter_99,119.594839,-0.962143,119.597252,-0.959575,0.000000,0.000000
meter_100,119.594839,-0.962143,119.597252,-0.959575,0.000000,0.000000
node_47A,119.570245,-1.008465,119.573864,-1.004615,0.000000,0.000000
meter_101,119.570245,-1.008465,119.573864,-1.004615,0.000000,0.000000
meter_102,119.570245,-1.008465,119.573864,-1.004615,0.000000,0.000000
meter_103,119.570245,-1.008465,119.573864,-1.004615,0.000000,0.000000
node_47B,-60.355764,-103.109280,-60.354225,-103.114327,0.000000,0.000000
meter_104,-60.355764,-103.109280,-60.354225,-103.114327,0.000000,0.000000
meter_105,-60.355764,-103.109280,-60.354225,-103.114327,0.000000,0.000000
meter_106,-60.355764,-103.109280,-60.354225,-103.114327,0.000000,0.000000
node_47C,-58.654694,103.852543,-58.659819,103.853742,0.000000,0.000000
meter_107,-58.654694,103.852543,-58.659819,103.853742,0.000000,0.000000
meter_108,-58.654694,103.852543,-58.659819,103.853742,0.000000,0.000000
meter_109,-58.654694,103.852543,-58.659819,103.853742,0.000000,0.000000
node_48A,119.456644,-1.188455,119.465084,-1.179492,0.000000,0.000000
meter_110,119.456644,-1.188455,119.465084,-1.179492,0.000000,0.000000
meter_111,119.456644,-1.188455,119.465084,-1.179492,0.000000,0.000000
meter_112,119.456644,-1.188455,119.465084,-1.179492,0.000000,0.000000
meter_113,119.456644,-1.188455,119.465084,-1.179492,0.000000,0.000000
meter_114,119.456644,-1.188455,119.465084,-1.179492,0.000000,0.000000
meter_115,119.456644,-1.188455,119.465084,-1.179492,0.000000,0.000000
meter_116,119.456644,-1.188455,119.465084,-1.179492,0.000000,0.000000
node_48B,-60.454668,-102.921183,-60.451093,-102.932947,0.000000,0.000000
meter_117,-60.454668,-102.921183,-60.451093,-102.932947,0.000000,0.000000
meter_118,-60.454668,-102.921183,-60.451093,-102.932947,0.000000,0.000000
meter_119,-60.454668,-102.921183,-60.451093,-102.932947,0.000000,0.000000
meter_120,-60.454668,-102.921183,-60.451093,-102.932947,0.000000,0.000000
meter_121,-60.454668,-102.921183,-60.451093,-102.932947,0.000000,0.000000
meter_122,-60.454668,-102.921183,-60.451093,-102.932947,0.000000,0.000000
meter_123,-60.454668,-102.921183,-60.451093,-102.932947,0.000000,0.000000
node_48C,-58.442321,103.845000,-58.454259,103.847803,0.000000,0.000000
meter_124,-58.442321,103.845000,-58.454259,103.847803,0.000000,0.000000
meter_125,-58.442321,103.845000,-58.454259,103.847803,0.000000,0.000000
meter_126,-58.442321,103.845000,-58.454259,103.847803,0.000000,0.000000
meter_127,-58.442321,103.845000,-58.454259,103.847803,0.000000,0.000000
meter_128,-58.442321,103.845000,-58.454259,103.847803,0.000000,0.000000
meter_129,-58.442321,103.845000,-58.454259,103.847803,0.000000,0.000000
meter_130,-58.442321,103.845000,-58.454259,103.847803,0.000000,0.000000
node_49A,119.566505,-1.013177,119.570124,-1.009328,0.000000,0.000000
meter_131,119.566505,-1.013177,119.570124,-1.009328,0.000000,0.000000
meter_132,119.566505,-1.013177,119.570124,-1.009328,0.000000,0.000000
meter_133,119.566505,-1.013177,119.570124,-1.009328,0.000000,0.000000
node_49B,-60.455118,-102.915627,-60.451543,-102.927390,0.000000,0.000000
meter_134,-60.455118,-102.915627,-60.451543,-102.927390,0.000000,0.000000
meter_135,-60.455118,-102.915627,-60.451543,-102.927390,0.000000,0.000000
meter_136,-60.455118,-102.915627,-60.451543,-102.927390,0.000000,0.000000
meter_137,-60.455118,-102.915627,-60.451543,-102.927390,0.000000,0.000000
meter_138,-60.455118,-102.915627,-60.451543,-102.927390,0.000000,0.000000
meter_139,-60.455118,-102.915627,-60.451543,-102.927390,0.000000,0.000000
meter_140,-60.455118,-102.915627,-60.451543,-102.927390,0.000000,0.000000
node_49C,-58.644020,103.854782,-58.649144,103.855981,0.000000,0.000000
meter_141,-58.644020,103.854782,-58.649144,103.855981,0.000000,0.000000
meter_142,-58.644020,103.854782,-58.649144,103.855981,0.000000,0.000000
meter_143,-58.644020,103.854782,-58.649144,103.855981,0.000000,0.000000
node_50C,-58.583422,103.851136,-58.590251,103.852736,0.000000,0.000000
meter_144,-58.583422,103.851136,-58.590251,103.852736,0.000000,0.000000
meter_145,-58.583422,103.851136,-58.590251,103.852736,0.000000,0.000000
meter_146,-58.583422,103.851136,-58.590251,103.852736,0.000000,0.000000
meter_147,-58.583422,103.851136,-58.590251,103.852736,0.000000,0.000000
node_51A,119.592268,-0.977800,119.594680,-0.975232,0.000000,0.000000
meter_148,119.592268,-0.977800,119.594680,-0.975232,0.000000,0.000000
meter_149,119.592268,-0.977800,119.594680,-0.975232,0.000000,0.000000
node_52A,119.688739,-0.835247,119.693568,-0.830104,0.000000,0.000000
meter_150,119.688739,-0.835247,119.693568,-0.830104,0.000000,0.000000
meter_151,119.688739,-0.835247,119.693568,-0.830104,0.000000,0.000000
meter_152,119.688739,-0.835247,119.693568,-0.830104,0.000000,0.000000
meter_153,119.688739,-0.835247,119.693568,-0.830104,0.000000,0.000000
node_53A,119.630562,-0.915052,119.635390,-0.909914,0.000000,0.000000
meter_154,119.630562,-0.915052,119.635390,-0.909914,0.000000,0.000000
meter_155,119.630562,-0.915052,119.635390,-0.909914,0.000000,0.000000
meter_156,119.630562,-0.915052,119.635390,-0.909914,0.000000,0.000000
meter_157,119.630562,-0.915052,119.635390,-0.909914,0.000000,0.000000
node_55A,119.647235,-0.875984,119.649649,-0.873414,0.000000,0.000000
meter_158,119.647235,-0.875984,119.649649,-0.873414,0.000000,0.000000
meter_159,119.647235,-0.875984,119.649649,-0.873414,0.000000,0.000000
node_56B,-60.271361,-103.203788,-60.270333,-103.207154,0.000000,0.000000
meter_160,-60.271361,-103.203788,-60.270333,-103.207154,0.000000,0.000000
meter_161,-60.271361,-103.203788,-60.270333,-103.207154,0.000000,0.000000
node_58B,-60.301800,-103.091082,-60.300772,-103.094444,0.000000,0.000000
meter_162,-60.301800,-103.091082,-60.300772,-103.094444,0.000000,0.000000
meter_163,-60.301800,-103.091082,-60.300772,-103.094444,0.000000,0.000000
node_59B,-60.302842,-103.083191,-60.301815,-103.086553,0.000000,0.000000
meter_164,-60.302842,-103.083191,-60.301815,-103.086553,0.000000,0.000000
meter_165,-60.302842,-103.083191,-60.301815,-103.086553,0.000000,0.000000
node_60A,119.443184,-1.297046,119.445597,-1.294488,0.000000,0.000000
meter_166,119.443184,-1.297046,119.445597,-1.294488,0.000000,0.000000
meter_167,119.443184,-1.297046,119.445597,-1.294488,0.000000,0.000000
node_62C,-58.153081,103.808561,-58.159887,103.810163,0.000000,0.000000
meter_168,-58.153081,103.808561,-58.159887,103.810163,0.000000,0.000000
meter_169,-58.153081,103.808561,-58.159887,103.810163,0.000000,0.000000
